LoanID;CustomerID;LoanType;Status;RecoveryStatus;StartDate;EndDate;DefaultDate;PrincipalAmount;TotalPaid;InterestRate;PaymentDate;PaymentAmount;MissedPayment
L2277;C2689;Personal;Defaulted;"Fully Recovered";2015-05-31;2035-05-01;NULL;68803.54;21293.97;5.18;2022-03-03;1658.01;0
L2277;C2689;Personal;Defaulted;"Fully Recovered";2015-05-31;2035-05-01;NULL;68803.54;21293.97;5.18;2022-01-31;2181.46;0
L2277;C2689;Personal;Defaulted;"Fully Recovered";2015-05-31;2035-05-01;NULL;68803.54;21293.97;5.18;2022-01-05;3341.48;0
L2278;C2690;Personal;Defaulted;Unrecovered;2018-12-24;2037-09-05;2022-08-25;94349.11;80316.29;8.79;2022-02-07;1719.13;0
L2278;C2690;Personal;Defaulted;Unrecovered;2018-12-24;2037-09-05;2022-08-25;94349.11;80316.29;8.79;2022-01-09;1512.55;0
L2279;C2691;Mortgage;Active;"Fully Recovered";2022-05-09;2031-02-06;NULL;8820.13;61145.26;16.81;2022-04-08;3456.41;0
L2279;C2691;Mortgage;Active;"Fully Recovered";2022-05-09;2031-02-06;NULL;8820.13;61145.26;16.81;2022-03-03;931.22;0
L2279;C2691;Mortgage;Active;"Fully Recovered";2022-05-09;2031-02-06;NULL;8820.13;61145.26;16.81;2022-02-03;2840.90;0
L2279;C2691;Mortgage;Active;"Fully Recovered";2022-05-09;2031-02-06;NULL;8820.13;61145.26;16.81;2022-01-04;1399.78;0
L2280;C2692;Auto;Active;Unrecovered;2016-03-28;2030-12-14;2022-10-25;10283.40;86152.98;14.91;2022-04-06;3412.83;1
L2280;C2692;Auto;Active;Unrecovered;2016-03-28;2030-12-14;2022-10-25;10283.40;86152.98;14.91;2022-02-05;187.55;0
L2281;C2693;Business;Active;"Fully Recovered";2019-07-02;2031-04-25;NULL;50115.13;75721.68;13.77;2022-04-08;3219.50;1
L2281;C2693;Business;Active;"Fully Recovered";2019-07-02;2031-04-25;NULL;50115.13;75721.68;13.77;2022-03-03;2977.73;0
L2281;C2693;Business;Active;"Fully Recovered";2019-07-02;2031-04-25;NULL;50115.13;75721.68;13.77;2022-02-01;2982.24;0
L2281;C2693;Business;Active;"Fully Recovered";2019-07-02;2031-04-25;NULL;50115.13;75721.68;13.77;2022-01-06;3113.45;0
L2282;C2694;Business;Closed;Unrecovered;2017-03-25;2030-03-10;NULL;40313.24;57665.15;3.09;2022-04-04;2251.84;1
L2282;C2694;Business;Closed;Unrecovered;2017-03-25;2030-03-10;NULL;40313.24;57665.15;3.09;2022-03-02;593.05;0
L2282;C2694;Business;Closed;Unrecovered;2017-03-25;2030-03-10;NULL;40313.24;57665.15;3.09;2022-02-05;1918.31;1
L2283;C2695;Business;Defaulted;"Fully Recovered";2018-11-18;2030-06-19;NULL;70729.33;39325.72;12.52;2022-03-05;2088.23;0
L2283;C2695;Business;Defaulted;"Fully Recovered";2018-11-18;2030-06-19;NULL;70729.33;39325.72;12.52;2022-02-06;3391.59;0
L2283;C2695;Business;Defaulted;"Fully Recovered";2018-11-18;2030-06-19;NULL;70729.33;39325.72;12.52;2022-01-07;2068.67;0
L2284;C2696;Mortgage;Closed;"Partially Recovered";2015-09-07;2034-08-19;2022-08-30;58808.24;71247.67;16.33;2022-04-03;2734.93;1
L2284;C2696;Mortgage;Closed;"Partially Recovered";2015-09-07;2034-08-19;2022-08-30;58808.24;71247.67;16.33;2022-03-03;2419.48;1
L2284;C2696;Mortgage;Closed;"Partially Recovered";2015-09-07;2034-08-19;2022-08-30;58808.24;71247.67;16.33;2022-01-31;1251.87;0
L2284;C2696;Mortgage;Closed;"Partially Recovered";2015-09-07;2034-08-19;2022-08-30;58808.24;71247.67;16.33;2022-01-04;813.37;1
L2285;C2697;Auto;Active;"Fully Recovered";2017-01-04;2034-11-10;NULL;7273.08;48960.76;14.89;2022-02-03;766.90;0
L2285;C2697;Auto;Active;"Fully Recovered";2017-01-04;2034-11-10;NULL;7273.08;48960.76;14.89;2022-01-04;2802.50;0
L2286;C2698;Personal;Active;"Partially Recovered";2021-01-01;2037-07-07;NULL;94683.79;27741.35;9.50;2022-04-07;1538.59;1
L2286;C2698;Personal;Active;"Partially Recovered";2021-01-01;2037-07-07;NULL;94683.79;27741.35;9.50;2022-03-09;1633.02;0
L2286;C2698;Personal;Active;"Partially Recovered";2021-01-01;2037-07-07;NULL;94683.79;27741.35;9.50;2022-02-04;3399.00;0
L2286;C2698;Personal;Active;"Partially Recovered";2021-01-01;2037-07-07;NULL;94683.79;27741.35;9.50;2022-01-06;2982.51;0
L2287;C2699;Auto;Defaulted;"Partially Recovered";2016-10-15;2037-10-25;2021-09-24;15914.24;48127.03;12.63;2022-04-07;581.28;0
L2287;C2699;Auto;Defaulted;"Partially Recovered";2016-10-15;2037-10-25;2021-09-24;15914.24;48127.03;12.63;2022-03-03;1694.38;0
L2287;C2699;Auto;Defaulted;"Partially Recovered";2016-10-15;2037-10-25;2021-09-24;15914.24;48127.03;12.63;2022-02-02;489.85;0
L2287;C2699;Auto;Defaulted;"Partially Recovered";2016-10-15;2037-10-25;2021-09-24;15914.24;48127.03;12.63;2022-01-04;1171.94;0
L2288;C2700;Personal;Defaulted;Unrecovered;2018-08-28;2037-07-03;2021-10-03;65885.30;20106.43;2.99;2022-03-02;1640.54;1
L2288;C2700;Personal;Defaulted;Unrecovered;2018-08-28;2037-07-03;2021-10-03;65885.30;20106.43;2.99;2022-02-09;3335.64;0
L2288;C2700;Personal;Defaulted;Unrecovered;2018-08-28;2037-07-03;2021-10-03;65885.30;20106.43;2.99;2022-01-09;1641.88;0
L2289;C2701;Personal;Closed;"Partially Recovered";2022-04-22;2036-12-12;NULL;26142.17;67644.95;3.44;2022-04-06;876.54;0
L2289;C2701;Personal;Closed;"Partially Recovered";2022-04-22;2036-12-12;NULL;26142.17;67644.95;3.44;2022-03-03;1561.69;0
L2289;C2701;Personal;Closed;"Partially Recovered";2022-04-22;2036-12-12;NULL;26142.17;67644.95;3.44;2022-01-31;1059.30;1
L2289;C2701;Personal;Closed;"Partially Recovered";2022-04-22;2036-12-12;NULL;26142.17;67644.95;3.44;2022-01-01;742.23;0
L2290;C2702;Auto;Closed;Unrecovered;2017-11-08;2034-05-05;NULL;32046.37;81491.53;2.51;2022-04-04;2681.85;0
L2290;C2702;Auto;Closed;Unrecovered;2017-11-08;2034-05-05;NULL;32046.37;81491.53;2.51;2022-02-01;2604.90;1
L2290;C2702;Auto;Closed;Unrecovered;2017-11-08;2034-05-05;NULL;32046.37;81491.53;2.51;2022-01-06;2206.74;0
L2291;C2703;Personal;Defaulted;"Partially Recovered";2017-02-27;2034-08-15;NULL;44140.87;84424.47;15.43;2022-04-04;1815.00;0
L2291;C2703;Personal;Defaulted;"Partially Recovered";2017-02-27;2034-08-15;NULL;44140.87;84424.47;15.43;2022-03-11;1198.83;0
L2291;C2703;Personal;Defaulted;"Partially Recovered";2017-02-27;2034-08-15;NULL;44140.87;84424.47;15.43;2022-02-09;3583.35;1
L2291;C2703;Personal;Defaulted;"Partially Recovered";2017-02-27;2034-08-15;NULL;44140.87;84424.47;15.43;2022-01-07;3383.33;0
L2292;C2705;Personal;Active;"Partially Recovered";2015-11-27;2034-07-31;NULL;22617.82;62120.48;6.97;2022-04-04;630.05;0
L2292;C2705;Personal;Active;"Partially Recovered";2015-11-27;2034-07-31;NULL;22617.82;62120.48;6.97;2022-02-09;1393.48;0
L2292;C2705;Personal;Active;"Partially Recovered";2015-11-27;2034-07-31;NULL;22617.82;62120.48;6.97;2022-01-08;2677.38;0
L2293;C2706;Business;Active;Unrecovered;2020-01-12;2038-12-01;NULL;50869.35;19582.27;11.02;2022-04-08;2369.42;1
L2293;C2706;Business;Active;Unrecovered;2020-01-12;2038-12-01;NULL;50869.35;19582.27;11.02;2022-03-07;2744.83;1
L2293;C2706;Business;Active;Unrecovered;2020-01-12;2038-12-01;NULL;50869.35;19582.27;11.02;2022-02-08;2452.10;0
L2293;C2706;Business;Active;Unrecovered;2020-01-12;2038-12-01;NULL;50869.35;19582.27;11.02;2022-01-01;1140.24;0
L2294;C2707;Mortgage;Closed;"Partially Recovered";2021-11-19;2037-01-11;NULL;67528.74;64505.86;7.22;2022-04-10;1883.36;0
L2294;C2707;Mortgage;Closed;"Partially Recovered";2021-11-19;2037-01-11;NULL;67528.74;64505.86;7.22;2022-03-08;2532.66;0
L2294;C2707;Mortgage;Closed;"Partially Recovered";2021-11-19;2037-01-11;NULL;67528.74;64505.86;7.22;2022-01-02;2573.21;1
L2295;C2708;Personal;Defaulted;"Fully Recovered";2020-09-24;2034-12-27;NULL;28638.38;55913.09;15.15;2022-04-07;1777.85;0
L2295;C2708;Personal;Defaulted;"Fully Recovered";2020-09-24;2034-12-27;NULL;28638.38;55913.09;15.15;2022-03-05;771.31;0
L2295;C2708;Personal;Defaulted;"Fully Recovered";2020-09-24;2034-12-27;NULL;28638.38;55913.09;15.15;2022-02-08;3455.35;1
L2296;C2709;Personal;Closed;"Fully Recovered";2017-12-01;2030-11-29;NULL;74914.21;20275.02;9.60;2022-04-03;2804.05;0
L2296;C2709;Personal;Closed;"Fully Recovered";2017-12-01;2030-11-29;NULL;74914.21;20275.02;9.60;2022-03-05;2652.77;0
L2296;C2709;Personal;Closed;"Fully Recovered";2017-12-01;2030-11-29;NULL;74914.21;20275.02;9.60;2022-01-06;2458.84;0
L2297;C2711;Auto;Defaulted;Unrecovered;2017-02-13;2031-01-12;NULL;32546.41;29615.76;2.32;NULL;NULL;NULL
L2298;C2713;Auto;Closed;"Fully Recovered";2017-03-17;2037-09-19;2021-07-14;27256.45;74780.11;13.84;2022-04-05;809.64;0
L2298;C2713;Auto;Closed;"Fully Recovered";2017-03-17;2037-09-19;2021-07-14;27256.45;74780.11;13.84;2022-03-05;381.99;0
L2298;C2713;Auto;Closed;"Fully Recovered";2017-03-17;2037-09-19;2021-07-14;27256.45;74780.11;13.84;2022-02-02;841.49;0
L2299;C2714;Personal;Active;"Partially Recovered";2023-08-19;2031-09-27;NULL;59182.16;4060.36;10.01;2022-04-02;106.55;0
L2300;C2715;Personal;Active;"Partially Recovered";2022-01-12;2034-09-19;NULL;42693.69;18244.89;13.92;2022-04-10;3511.10;0
L2300;C2715;Personal;Active;"Partially Recovered";2022-01-12;2034-09-19;NULL;42693.69;18244.89;13.92;2022-03-02;1325.28;0
L2300;C2715;Personal;Active;"Partially Recovered";2022-01-12;2034-09-19;NULL;42693.69;18244.89;13.92;2022-02-03;572.28;0
L2300;C2715;Personal;Active;"Partially Recovered";2022-01-12;2034-09-19;NULL;42693.69;18244.89;13.92;2022-01-06;3343.29;1
L2301;C2717;Auto;Active;Unrecovered;2023-11-22;2031-12-20;NULL;11759.17;50076.69;5.60;2022-04-10;3294.45;0
L2301;C2717;Auto;Active;Unrecovered;2023-11-22;2031-12-20;NULL;11759.17;50076.69;5.60;2022-03-09;3590.53;0
L2301;C2717;Auto;Active;Unrecovered;2023-11-22;2031-12-20;NULL;11759.17;50076.69;5.60;2022-01-31;601.39;0
L2301;C2717;Auto;Active;Unrecovered;2023-11-22;2031-12-20;NULL;11759.17;50076.69;5.60;2022-01-04;1345.39;0
L2302;C2718;Auto;Closed;"Partially Recovered";2017-11-12;2030-11-11;NULL;63328.37;6468.73;14.48;2022-04-09;1654.87;0
L2302;C2718;Auto;Closed;"Partially Recovered";2017-11-12;2030-11-11;NULL;63328.37;6468.73;14.48;2022-03-11;2042.85;0
L2302;C2718;Auto;Closed;"Partially Recovered";2017-11-12;2030-11-11;NULL;63328.37;6468.73;14.48;2022-02-06;1552.24;1
L2302;C2718;Auto;Closed;"Partially Recovered";2017-11-12;2030-11-11;NULL;63328.37;6468.73;14.48;2022-01-09;1348.71;1
L2303;C2719;Mortgage;Active;Unrecovered;2022-06-02;2034-09-19;2021-09-26;20989.34;37739.53;14.99;2022-04-02;2777.56;1
L2303;C2719;Mortgage;Active;Unrecovered;2022-06-02;2034-09-19;2021-09-26;20989.34;37739.53;14.99;2022-01-10;1161.00;0
L2304;C2720;Auto;Closed;Unrecovered;2016-10-09;2037-08-27;NULL;58642.29;72207.63;7.67;2022-04-04;3088.71;0
L2304;C2720;Auto;Closed;Unrecovered;2016-10-09;2037-08-27;NULL;58642.29;72207.63;7.67;2022-03-05;1285.47;0
L2304;C2720;Auto;Closed;Unrecovered;2016-10-09;2037-08-27;NULL;58642.29;72207.63;7.67;2022-01-01;3348.04;0
L2305;C2721;Auto;Closed;"Fully Recovered";2019-07-02;2037-04-05;2022-03-18;25744.28;37353.99;5.46;2022-04-06;276.60;0
L2305;C2721;Auto;Closed;"Fully Recovered";2019-07-02;2037-04-05;2022-03-18;25744.28;37353.99;5.46;2022-03-06;581.93;0
L2305;C2721;Auto;Closed;"Fully Recovered";2019-07-02;2037-04-05;2022-03-18;25744.28;37353.99;5.46;2022-02-02;596.28;0
L2305;C2721;Auto;Closed;"Fully Recovered";2019-07-02;2037-04-05;2022-03-18;25744.28;37353.99;5.46;2022-01-07;1788.45;0
L2306;C2722;Mortgage;Active;Unrecovered;2021-05-25;2034-04-04;NULL;81806.55;1022.50;2.41;2022-04-10;3538.66;1
L2306;C2722;Mortgage;Active;Unrecovered;2021-05-25;2034-04-04;NULL;81806.55;1022.50;2.41;2022-03-06;3295.96;1
L2306;C2722;Mortgage;Active;Unrecovered;2021-05-25;2034-04-04;NULL;81806.55;1022.50;2.41;2022-02-01;2283.52;0
L2306;C2722;Mortgage;Active;Unrecovered;2021-05-25;2034-04-04;NULL;81806.55;1022.50;2.41;2022-01-10;173.22;1
L2307;C2723;Personal;Active;"Partially Recovered";2016-02-20;2036-05-16;NULL;18080.29;84726.91;6.62;2022-02-06;908.99;0
L2307;C2723;Personal;Active;"Partially Recovered";2016-02-20;2036-05-16;NULL;18080.29;84726.91;6.62;2022-01-03;1954.86;0
L2308;C2724;Auto;Defaulted;"Partially Recovered";2021-11-12;2037-04-30;NULL;23088.53;820.28;12.00;2022-04-04;288.93;1
L2308;C2724;Auto;Defaulted;"Partially Recovered";2021-11-12;2037-04-30;NULL;23088.53;820.28;12.00;2022-01-04;429.42;0
L2309;C2725;Personal;Defaulted;"Fully Recovered";2018-08-13;2030-04-20;NULL;75394.38;59838.31;6.87;2022-04-04;1823.65;0
L2309;C2725;Personal;Defaulted;"Fully Recovered";2018-08-13;2030-04-20;NULL;75394.38;59838.31;6.87;2022-01-01;760.38;0
L2310;C2726;Business;Active;"Fully Recovered";2021-07-18;2030-09-25;NULL;32351.48;65982.24;9.77;2022-02-07;1316.66;0
L2310;C2726;Business;Active;"Fully Recovered";2021-07-18;2030-09-25;NULL;32351.48;65982.24;9.77;2022-01-10;638.81;0
L2311;C2727;Business;Closed;"Fully Recovered";2019-02-13;2035-05-10;2021-07-30;48212.47;75779.05;10.47;2022-04-08;2362.74;0
L2311;C2727;Business;Closed;"Fully Recovered";2019-02-13;2035-05-10;2021-07-30;48212.47;75779.05;10.47;2022-03-09;1076.47;1
L2311;C2727;Business;Closed;"Fully Recovered";2019-02-13;2035-05-10;2021-07-30;48212.47;75779.05;10.47;2022-01-04;994.01;0
L2312;C2728;Personal;Defaulted;"Fully Recovered";2021-08-03;2037-01-22;2021-05-21;17490.25;16187.74;11.38;2022-04-07;772.46;0
L2312;C2728;Personal;Defaulted;"Fully Recovered";2021-08-03;2037-01-22;2021-05-21;17490.25;16187.74;11.38;2022-03-05;839.58;0
L2312;C2728;Personal;Defaulted;"Fully Recovered";2021-08-03;2037-01-22;2021-05-21;17490.25;16187.74;11.38;2022-02-07;3305.78;1
L2312;C2728;Personal;Defaulted;"Fully Recovered";2021-08-03;2037-01-22;2021-05-21;17490.25;16187.74;11.38;2022-01-01;275.72;1
L2313;C2729;Business;Closed;"Fully Recovered";2018-09-07;2035-03-04;NULL;80324.07;49494.04;4.36;2022-03-02;2123.54;0
L2313;C2729;Business;Closed;"Fully Recovered";2018-09-07;2035-03-04;NULL;80324.07;49494.04;4.36;2022-02-09;483.37;0
L2313;C2729;Business;Closed;"Fully Recovered";2018-09-07;2035-03-04;NULL;80324.07;49494.04;4.36;2022-01-01;2688.16;0
L2314;C2730;Mortgage;Defaulted;"Partially Recovered";2022-08-24;2037-10-20;NULL;50974.20;25741.44;8.90;2022-03-09;916.46;0
L2314;C2730;Mortgage;Defaulted;"Partially Recovered";2022-08-24;2037-10-20;NULL;50974.20;25741.44;8.90;2022-02-04;2082.45;0
L2314;C2730;Mortgage;Defaulted;"Partially Recovered";2022-08-24;2037-10-20;NULL;50974.20;25741.44;8.90;2022-01-01;1446.25;0
L2315;C2731;Auto;Active;Unrecovered;2015-04-01;2032-05-24;NULL;50111.19;40875.09;6.36;2022-04-04;286.86;0
L2315;C2731;Auto;Active;Unrecovered;2015-04-01;2032-05-24;NULL;50111.19;40875.09;6.36;2022-03-10;645.13;0
L2315;C2731;Auto;Active;Unrecovered;2015-04-01;2032-05-24;NULL;50111.19;40875.09;6.36;2022-01-01;2071.87;0
L2316;C2732;Auto;Defaulted;"Fully Recovered";2017-12-22;2038-10-23;NULL;19536.62;15809.58;10.37;2022-03-06;641.94;0
L2316;C2732;Auto;Defaulted;"Fully Recovered";2017-12-22;2038-10-23;NULL;19536.62;15809.58;10.37;2022-02-04;2843.91;0
L2316;C2732;Auto;Defaulted;"Fully Recovered";2017-12-22;2038-10-23;NULL;19536.62;15809.58;10.37;2022-01-10;1364.19;1
L2317;C2733;Personal;Closed;Unrecovered;2019-10-04;2031-10-26;NULL;64309.35;26212.16;9.20;2022-04-08;1461.43;0
L2317;C2733;Personal;Closed;Unrecovered;2019-10-04;2031-10-26;NULL;64309.35;26212.16;9.20;2022-03-08;669.88;0
L2317;C2733;Personal;Closed;Unrecovered;2019-10-04;2031-10-26;NULL;64309.35;26212.16;9.20;2022-02-07;1292.31;0
L2317;C2733;Personal;Closed;Unrecovered;2019-10-04;2031-10-26;NULL;64309.35;26212.16;9.20;2022-01-06;2403.55;0
L2318;C2734;Mortgage;Active;"Fully Recovered";2022-11-21;2031-02-23;NULL;85739.20;21069.22;3.28;2022-03-03;2082.57;0
L2318;C2734;Mortgage;Active;"Fully Recovered";2022-11-21;2031-02-23;NULL;85739.20;21069.22;3.28;2022-02-06;2520.02;0
L2319;C2735;Auto;Closed;"Fully Recovered";2020-04-05;2030-06-04;2022-09-03;32749.20;51382.71;6.38;2022-04-03;1366.85;0
L2319;C2735;Auto;Closed;"Fully Recovered";2020-04-05;2030-06-04;2022-09-03;32749.20;51382.71;6.38;2022-03-11;1254.63;0
L2319;C2735;Auto;Closed;"Fully Recovered";2020-04-05;2030-06-04;2022-09-03;32749.20;51382.71;6.38;2022-02-01;3021.39;0
L2319;C2735;Auto;Closed;"Fully Recovered";2020-04-05;2030-06-04;2022-09-03;32749.20;51382.71;6.38;2022-01-03;2113.08;0
L2320;C2736;Auto;Active;"Partially Recovered";2015-03-05;2030-05-02;NULL;70848.93;21504.53;2.30;2022-04-01;2453.89;1
L2320;C2736;Auto;Active;"Partially Recovered";2015-03-05;2030-05-02;NULL;70848.93;21504.53;2.30;2022-01-31;3215.77;1
L2320;C2736;Auto;Active;"Partially Recovered";2015-03-05;2030-05-02;NULL;70848.93;21504.53;2.30;2022-01-05;2157.28;0
L2321;C2737;Auto;Active;"Partially Recovered";2020-10-05;2030-01-16;NULL;16229.11;16870.19;7.98;2022-04-04;1869.38;0
L2321;C2737;Auto;Active;"Partially Recovered";2020-10-05;2030-01-16;NULL;16229.11;16870.19;7.98;2022-03-02;2857.64;0
L2321;C2737;Auto;Active;"Partially Recovered";2020-10-05;2030-01-16;NULL;16229.11;16870.19;7.98;2022-02-04;1152.22;1
L2321;C2737;Auto;Active;"Partially Recovered";2020-10-05;2030-01-16;NULL;16229.11;16870.19;7.98;2022-01-04;1142.38;0
L2322;C2738;Mortgage;Active;"Partially Recovered";2019-10-07;2033-04-23;2022-11-17;87446.59;41551.51;8.40;2022-03-10;1757.41;0
L2322;C2738;Mortgage;Active;"Partially Recovered";2019-10-07;2033-04-23;2022-11-17;87446.59;41551.51;8.40;2022-01-31;259.15;1
L2322;C2738;Mortgage;Active;"Partially Recovered";2019-10-07;2033-04-23;2022-11-17;87446.59;41551.51;8.40;2022-01-07;938.75;1
L2323;C2740;Auto;Active;"Fully Recovered";2017-10-31;2037-07-27;NULL;23176.37;9991.65;10.67;2022-03-07;2866.35;0
L2323;C2740;Auto;Active;"Fully Recovered";2017-10-31;2037-07-27;NULL;23176.37;9991.65;10.67;2022-02-01;2160.58;0
L2323;C2740;Auto;Active;"Fully Recovered";2017-10-31;2037-07-27;NULL;23176.37;9991.65;10.67;2022-01-01;3302.72;0
L2324;C2743;Business;Active;"Partially Recovered";2018-03-10;2030-05-21;NULL;21672.94;62216.27;10.64;2022-03-03;3006.67;0
L2324;C2743;Business;Active;"Partially Recovered";2018-03-10;2030-05-21;NULL;21672.94;62216.27;10.64;2022-02-01;2851.79;0
L2324;C2743;Business;Active;"Partially Recovered";2018-03-10;2030-05-21;NULL;21672.94;62216.27;10.64;2022-01-03;1523.98;0
L2325;C2744;Business;Active;"Partially Recovered";2020-11-05;2038-12-17;2022-05-20;18846.94;10433.36;8.26;2022-04-06;3131.36;0
L2325;C2744;Business;Active;"Partially Recovered";2020-11-05;2038-12-17;2022-05-20;18846.94;10433.36;8.26;2022-02-01;841.78;0
L2326;C2745;Mortgage;Closed;Unrecovered;2016-05-02;2033-09-04;NULL;49576.73;89488.40;3.67;2022-04-01;604.94;0
L2326;C2745;Mortgage;Closed;Unrecovered;2016-05-02;2033-09-04;NULL;49576.73;89488.40;3.67;2022-03-06;1288.94;0
L2326;C2745;Mortgage;Closed;Unrecovered;2016-05-02;2033-09-04;NULL;49576.73;89488.40;3.67;2022-02-04;3006.45;0
L2326;C2745;Mortgage;Closed;Unrecovered;2016-05-02;2033-09-04;NULL;49576.73;89488.40;3.67;2022-01-05;1207.40;0
L2327;C2746;Mortgage;Closed;"Partially Recovered";2020-04-24;2037-09-24;2022-03-25;54525.25;6843.53;2.46;2022-03-04;556.15;0
L2327;C2746;Mortgage;Closed;"Partially Recovered";2020-04-24;2037-09-24;2022-03-25;54525.25;6843.53;2.46;2022-01-08;1325.27;0
L2328;C2747;Personal;Active;"Partially Recovered";2021-06-06;2030-06-28;NULL;94189.88;88962.11;9.59;2022-04-06;3150.50;0
L2328;C2747;Personal;Active;"Partially Recovered";2021-06-06;2030-06-28;NULL;94189.88;88962.11;9.59;2022-02-05;978.21;0
L2328;C2747;Personal;Active;"Partially Recovered";2021-06-06;2030-06-28;NULL;94189.88;88962.11;9.59;2022-01-08;2520.51;0
L2329;C2748;Mortgage;Active;Unrecovered;2023-10-23;2033-08-14;2022-02-23;63295.21;44778.97;4.46;2022-04-05;3200.98;1
L2329;C2748;Mortgage;Active;Unrecovered;2023-10-23;2033-08-14;2022-02-23;63295.21;44778.97;4.46;2022-03-06;3175.99;0
L2329;C2748;Mortgage;Active;Unrecovered;2023-10-23;2033-08-14;2022-02-23;63295.21;44778.97;4.46;2022-02-03;2484.65;0
L2329;C2748;Mortgage;Active;Unrecovered;2023-10-23;2033-08-14;2022-02-23;63295.21;44778.97;4.46;2022-01-04;1879.50;0
L2330;C2749;Business;Closed;Unrecovered;2015-04-25;2038-02-26;NULL;81403.67;70611.80;3.34;2022-04-05;810.81;0
L2330;C2749;Business;Closed;Unrecovered;2015-04-25;2038-02-26;NULL;81403.67;70611.80;3.34;2022-01-05;2937.09;0
L2331;C2750;Personal;Closed;Unrecovered;2019-05-29;2035-07-29;2021-12-21;33265.82;63083.84;6.15;2022-04-05;2861.20;0
L2331;C2750;Personal;Closed;Unrecovered;2019-05-29;2035-07-29;2021-12-21;33265.82;63083.84;6.15;2022-03-11;3386.44;0
L2332;C2751;Business;Active;"Fully Recovered";2022-10-28;2035-02-08;NULL;18647.08;44249.71;5.90;2022-04-01;2964.24;0
L2332;C2751;Business;Active;"Fully Recovered";2022-10-28;2035-02-08;NULL;18647.08;44249.71;5.90;2022-03-06;463.31;1
L2332;C2751;Business;Active;"Fully Recovered";2022-10-28;2035-02-08;NULL;18647.08;44249.71;5.90;2022-02-01;1211.95;1
L2332;C2751;Business;Active;"Fully Recovered";2022-10-28;2035-02-08;NULL;18647.08;44249.71;5.90;2022-01-07;2072.44;0
L2333;C2752;Auto;Defaulted;Unrecovered;2015-01-08;2033-05-11;2021-07-27;6957.09;86415.16;5.19;2022-04-04;2079.99;0
L2333;C2752;Auto;Defaulted;Unrecovered;2015-01-08;2033-05-11;2021-07-27;6957.09;86415.16;5.19;2022-03-07;1467.25;1
L2334;C2753;Mortgage;Closed;"Partially Recovered";2021-02-21;2030-09-16;NULL;64378.67;36708.95;3.67;2022-04-09;2976.19;0
L2334;C2753;Mortgage;Closed;"Partially Recovered";2021-02-21;2030-09-16;NULL;64378.67;36708.95;3.67;2022-03-11;1765.81;0
L2334;C2753;Mortgage;Closed;"Partially Recovered";2021-02-21;2030-09-16;NULL;64378.67;36708.95;3.67;2022-02-02;2503.32;0
L2334;C2753;Mortgage;Closed;"Partially Recovered";2021-02-21;2030-09-16;NULL;64378.67;36708.95;3.67;2022-01-10;3508.10;0
L2335;C2754;Mortgage;Active;"Fully Recovered";2019-08-10;2036-08-15;NULL;53388.86;10216.41;11.12;2022-04-10;1408.17;1
L2335;C2754;Mortgage;Active;"Fully Recovered";2019-08-10;2036-08-15;NULL;53388.86;10216.41;11.12;2022-03-09;1245.72;0
L2335;C2754;Mortgage;Active;"Fully Recovered";2019-08-10;2036-08-15;NULL;53388.86;10216.41;11.12;2022-02-03;121.59;0
L2336;C2755;Business;Active;Unrecovered;2021-03-17;2030-06-13;NULL;25323.54;17568.44;8.99;2022-04-07;3500.85;1
L2336;C2755;Business;Active;Unrecovered;2021-03-17;2030-06-13;NULL;25323.54;17568.44;8.99;2022-03-08;550.02;0
L2336;C2755;Business;Active;Unrecovered;2021-03-17;2030-06-13;NULL;25323.54;17568.44;8.99;2022-02-07;1487.92;0
L2337;C2757;Personal;Active;"Partially Recovered";2020-07-18;2037-04-30;NULL;31225.67;61727.50;3.33;2022-04-07;2601.58;0
L2337;C2757;Personal;Active;"Partially Recovered";2020-07-18;2037-04-30;NULL;31225.67;61727.50;3.33;2022-03-03;3233.92;0
L2337;C2757;Personal;Active;"Partially Recovered";2020-07-18;2037-04-30;NULL;31225.67;61727.50;3.33;2022-02-08;906.01;0
L2337;C2757;Personal;Active;"Partially Recovered";2020-07-18;2037-04-30;NULL;31225.67;61727.50;3.33;2022-01-08;1712.98;1
L2338;C2758;Personal;Defaulted;"Partially Recovered";2015-06-13;2032-01-17;2021-07-18;89009.98;60565.14;7.11;2022-04-10;1566.93;0
L2338;C2758;Personal;Defaulted;"Partially Recovered";2015-06-13;2032-01-17;2021-07-18;89009.98;60565.14;7.11;2022-03-05;1606.27;1
L2339;C2759;Mortgage;Defaulted;Unrecovered;2019-08-15;2032-05-25;2021-10-22;25705.09;56627.24;8.50;2022-04-07;1243.85;0
L2339;C2759;Mortgage;Defaulted;Unrecovered;2019-08-15;2032-05-25;2021-10-22;25705.09;56627.24;8.50;2022-03-04;1250.74;1
L2339;C2759;Mortgage;Defaulted;Unrecovered;2019-08-15;2032-05-25;2021-10-22;25705.09;56627.24;8.50;2022-02-09;1151.40;0
L2339;C2759;Mortgage;Defaulted;Unrecovered;2019-08-15;2032-05-25;2021-10-22;25705.09;56627.24;8.50;2022-01-09;1521.09;0
L2340;C2760;Mortgage;Closed;"Partially Recovered";2017-11-16;2037-11-20;NULL;96276.64;15075.73;5.61;2022-04-05;3368.93;1
L2340;C2760;Mortgage;Closed;"Partially Recovered";2017-11-16;2037-11-20;NULL;96276.64;15075.73;5.61;2022-03-06;1736.36;1
